제품명(한글),수입일자,제조국,수출국
"멜로골드(열매,신선)",2021-01-25,미국,미국
자몽,2021-01-25,미국,미국
냉동고추,2021-01-25,중국,중국
완두콩반태,2021-01-25,미국,미국
캐슈넛,2021-01-25,베트남,베트남
신선양파,2021-01-25,중국,중국
당귀/21KG,2021-01-25,중국,중국
바질씨,2021-01-25,방글라데시,방글라데시
냉동홍고추,2021-01-25,중국,중국
커피원두,2021-01-25,브라질,브라질
콩나물,2021-01-25,중국,중국
레몬,2021-01-25,미국,미국
냉동홍고추,2021-01-25,중국,중국
냉동홍고추,2021-01-25,중국,중국
냉동홍고추,2021-01-25,중국,중국
신선더덕,2021-01-25,중국,중국
커피원두(60KG),2021-01-25,인도,인도
밤,2021-01-25,중국,중국
깐더덕,2021-01-25,중국,중국
신선 표고버섯,2021-01-25,중국,중국
스코티시 팟 스틸 몰트(맥아),2021-01-25,영국,영국
프레쉬 영 코코넛,2021-01-25,태국,태국
냉동홍고추,2021-01-25,중국,중국
참깨,2021-01-25,중국,중국
건여주,2021-01-25,인도네시아,인도네시아
무,2021-01-25,중국,중국
커피원두,2021-01-25,파푸아뉴기니,파푸아뉴기니
도토리,2021-01-25,중국,중국
커피 생두,2021-01-25,에티오피아,에티오피아
검은깨,2021-01-25,중국,중국
냉동대파,2021-01-25,중국,중국
냉동고추,2021-01-25,중국,중국
자몽,2021-01-25,미국,미국
체리,2021-01-25,칠레,칠레
아몬드,2021-01-25,미국,미국
냉동홍고추,2021-01-25,중국,중국
참깨,2021-01-25,중국,중국
참깨,2021-01-25,중국,중국
레몬그라스,2021-01-25,베트남,베트남
동부콩(37.5KG),2021-01-25,미얀마,미얀마
건라임잎,2021-01-25,태국,태국
두리안,2021-01-25,태국,태국
코코넛,2021-01-25,태국,태국
망고,2021-01-25,페루,페루
아스파라거스(4KG),2021-01-25,태국,태국
아스파라거스(5KG),2021-01-25,페루,페루
하이비 아스파라거스 (5KG),2021-01-25,태국,태국
아스파라거스,2021-01-25,태국,태국
갈랑갈,2021-01-25,태국,태국
레몬그라스,2021-01-25,태국,태국
망고,2021-01-25,태국,태국
바나나 꽃,2021-01-25,태국,태국
샬롯,2021-01-25,태국,태국
갈랑갈,2021-01-25,태국,태국
냉동마늘,2021-01-25,중국,중국
냉동 연근,2021-01-25,중국,중국
냉동 근대,2021-01-25,중국,중국
냉동 시금치,2021-01-25,중국,중국
목이버섯,2021-01-25,중국,중국
계피(3KG),2021-01-25,베트남,베트남
냉동대파,2021-01-25,중국,중국
냉동당근,2021-01-25,중국,중국
한결농장 바닐라빈,2021-01-25,파푸아뉴기니,파푸아뉴기니
더덕,2021-01-25,중국,중국
냉동 냉이,2021-01-25,중국,중국
냉동홍고추(10KG),2021-01-25,중국,중국
냉동블루베리,2021-01-25,미국,미국
냉동 고사리,2021-01-25,중국,중국
냉동 단호박,2021-01-25,중국,중국
캐러웨이 씨드,2021-01-25,파키스탄,파키스탄
커피 생두,2021-01-25,콜롬비아,콜롬비아
냉동석류,2021-01-25,터키,터키
아몬드,2021-01-25,미국,미국
호두,2021-01-25,미국,미국
호두,2021-01-25,미국,미국
호두,2021-01-25,미국,미국
호두,2021-01-25,미국,미국
탈각호두(분태),2021-01-25,미국,미국
캐슈넛,2021-01-25,베트남,베트남
냉동배추,2021-01-25,중국,중국
냉동유채,2021-01-25,중국,중국
마른줄기상추,2021-01-25,중국,중국
무말랭이,2021-01-25,중국,중국
냉동깐밤,2021-01-25,베트남,베트남
냉동 마늘편,2021-01-25,중국,중국
냉동 당근,2021-01-25,중국,중국
냉동마늘,2021-01-25,중국,중국
냉동마늘,2021-01-25,중국,중국
나켈 알야 쿠드리(대추야자100%) 500G,2021-01-25,사우디아라비아,사우디아라비아
냉동 대파,2021-01-25,중국,중국
아몬드,2021-01-25,미국,미국
냉동대파,2021-01-25,중국,중국
호두,2021-01-25,미국,미국
호두,2021-01-25,미국,미국
피칸,2021-01-25,미국,미국
아몬드,2021-01-25,미국,미국
아몬드,2021-01-25,미국,미국
아몬드,2021-01-25,미국,미국
건파,2021-01-25,중국,중국
건파,2021-01-25,중국,중국
건파,2021-01-25,중국,중국
냉동 고사리,2021-01-25,중국,중국
압축표고버섯후레이크 (15MM),2021-01-25,중국,중국
냉동홍고추,2021-01-25,중국,중국
아몬드,2021-01-25,미국,미국
바나나,2021-01-25,콜롬비아,콜롬비아
강낭콩,2021-01-25,미국,미국
페루커피원두,2021-01-25,페루,페루
콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
콜롬비아  커피원두,2021-01-25,콜롬비아,콜롬비아
맥아,2021-01-25,덴마크,덴마크
커피 생두,2021-01-25,콜롬비아,콜롬비아
커피생두,2021-01-25,콜롬비아,콜롬비아
체리 (5KG),2021-01-25,칠레,칠레
깐도라지 (2kg),2021-01-25,중국,중국
두리안,2021-01-25,태국,태국
갈랑갈,2021-01-25,태국,태국
코코넛,2021-01-22,태국,태국
신선당근,2021-01-22,중국,중국
블루베리,2021-01-22,칠레,칠레
바나나,2021-01-22,베트남,베트남
맥아,2021-01-22,호주,호주
체리,2021-01-22,칠레,칠레
해바라기씨,2021-01-22,불가리아,불가리아
체리,2021-01-22,칠레,칠레
바나나,2021-01-22,에콰도르,에콰도르
유기농 냉동노니,2021-01-22,인도네시아,인도네시아
레몬그라스,2021-01-22,이집트,이집트
커피 생두,2021-01-22,에티오피아,에티오피아
바나나,2021-01-22,콜롬비아,콜롬비아
페루커피원두,2021-01-22,페루,페루
신선당근,2021-01-22,중국,중국
마른고사리,2021-01-22,중국,중국
건고사리,2021-01-22,중국,중국
작은동부콩,2021-01-22,중국,중국
신선양파,2021-01-22,중국,중국
신선비트,2021-01-22,중국,중국
신선더덕,2021-01-22,중국,중국
표고버섯 슬라이스,2021-01-22,중국,중국
신선산양삼,2021-01-22,중국,중국
브로콜리,2021-01-22,중국,중국
오렌지,2021-01-22,미국,미국
오렌지,2021-01-22,미국,미국
오렌지,2021-01-22,미국,미국
아보카도,2021-01-22,멕시코,멕시코
아보카도,2021-01-22,멕시코,멕시코
"멜로골드(열매,신선)",2021-01-22,미국,미국
라디치오,2021-01-22,미국,미국
메로골드,2021-01-22,미국,미국
신선양상추,2021-01-22,중국,중국
망고,2021-01-22,태국,태국
망고,2021-01-22,태국,태국
망고,2021-01-22,태국,태국
용과,2021-01-22,베트남,베트남
용과,2021-01-22,베트남,베트남
망고,2021-01-22,베트남,베트남
냉동홍고추,2021-01-22,중국,중국
옥수수,2021-01-22,미국,미국
신선생강,2021-01-22,중국,중국
소맥,2021-01-22,호주,호주
소맥,2021-01-22,호주,호주
오렌지,2021-01-22,미국,미국
레몬,2021-01-22,미국,미국
건파,2021-01-22,중국,중국
냉동 양파 10KG,2021-01-22,중국,중국
냉동잣,2021-01-22,중국,중국
커피 생두,2021-01-22,멕시코,멕시코
블루베리,2021-01-22,칠레,칠레
커피원두(생두),2021-01-22,브라질,브라질
곶감,2021-01-22,중국,중국
호두,2021-01-22,미국,미국
비탈각호두,2021-01-22,미국,미국
냉동홍고추,2021-01-22,중국,중국
냉동홍고추,2021-01-22,중국,중국
냉동고추,2021-01-22,중국,중국
커피생두,2021-01-22,브라질,브라질
오렌지,2021-01-22,미국,미국
오렌지,2021-01-22,미국,미국
오렌지,2021-01-22,미국,미국
오렌지,2021-01-22,미국,미국
오렌지,2021-01-22,미국,미국
케냐 아라비카 커피,2021-01-22,케냐,케냐
대두,2021-01-22,캐나다,캐나다
유기농 아몬드,2021-01-22,미국,미국
신선양파,2021-01-22,중국,중국
코코넛,2021-01-22,베트남,베트남
커피원두(생두),2021-01-22,브라질,브라질
신선당근,2021-01-22,중국,중국
건조 무,2021-01-22,중국,중국
커피원두,2021-01-22,브라질,브라질
신선생강,2021-01-22,중국,중국
곶감,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
마늘쫑,2021-01-22,중국,중국
깐우엉,2021-01-22,중국,중국
무말랭이,2021-01-22,중국,중국
냉동목별,2021-01-22,베트남,베트남
냉동카사바,2021-01-22,베트남,베트남
신선당근,2021-01-22,중국,중국
해바라기씨,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
"마늘종(꽃줄기,신선)",2021-01-22,중국,중국
도라지,2021-01-22,중국,중국
신선양파,2021-01-22,중국,중국
우엉,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
신선깐도라지,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
깐도라지,2021-01-22,중국,중국
양상추,2021-01-22,대만,대만
깐도라지,2021-01-22,중국,중국
당귀,2021-01-22,중국,중국
"구기자(열매,건조)",2021-01-22,중국,중국
냉동능이버섯,2021-01-22,중국,중국
"천궁(뿌리줄기,건조)",2021-01-22,중국,중국
천궁,2021-01-22,중국,중국
우슬,2021-01-22,중국,중국
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
신선 갈랑갈,2021-01-22,태국,태국
판다누스잎,2021-01-22,태국,태국
죽순,2021-01-22,태국,태국
신선핑거루트,2021-01-22,태국,태국
바나나 꽃,2021-01-22,태국,태국
캐슈넛,2021-01-22,베트남,베트남
신선대파,2021-01-22,중국,중국
신선브로컬리,2021-01-22,중국,중국
냉동마늘,2021-01-22,중국,중국
냉동고추,2021-01-22,중국,중국
냉동홍고추,2021-01-22,중국,중국
커피원두,2021-01-22,베트남,베트남
냉동고추,2021-01-22,중국,중국
냉동홍고추,2021-01-22,중국,중국
신선양파,2021-01-22,중국,중국
아스파라거스,2021-01-22,태국,태국
"도라지/길경(뿌리,건조)",2021-01-22,중국,중국
숙지황,2021-01-22,중국,중국
건생강후레이크,2021-01-22,중국,중국
"황기(뿌리,건조)",2021-01-22,중국,중국
백맥,2021-01-22,미국,미국
우슬,2021-01-22,중국,중국
팔각회향,2021-01-22,베트남,베트남
백맥 10.5 PCT,2021-01-22,미국,미국
백맥,2021-01-22,미국,미국
신선대파,2021-01-22,중국,중국
커피생두,2021-01-22,콜롬비아,콜롬비아
콩나물콩,2021-01-22,미국,미국
콩나물콩,2021-01-22,미국,미국
탈곡귀리,2021-01-22,캐나다,캐나다
브라질커피,2021-01-22,브라질,브라질
커피 생두,2021-01-22,에티오피아,에티오피아
바나나,2021-01-22,에콰도르,에콰도르
대두,2021-01-22,미국,미국
호두,2021-01-22,미국,미국
완두콩,2021-01-22,캐나다,캐나다
호두,2021-01-22,미국,미국
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
침향,2021-01-22,인도네시아,인도네시아
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
망고,2021-01-22,페루,페루
녹용,2021-01-22,뉴질랜드,뉴질랜드
망고,2021-01-22,캄보디아,캄보디아
망고,2021-01-22,페루,페루
적강낭콩,2021-01-22,캐나다,캐나다
호두,2021-01-22,미국,미국
아몬드,2021-01-22,미국,미국
브로콜리니,2021-01-22,벨기에,벨기에
당귀/17KG,2021-01-22,중국,중국
백출,2021-01-22,중국,중국
우슬/12KG,2021-01-22,중국,중국
건국화,2021-01-22,중국,중국
천궁,2021-01-22,중국,중국
코코넛(10KG),2021-01-22,베트남,베트남
은행,2021-01-22,중국,중국
신선대파,2021-01-22,중국,중국
호두,2021-01-22,미국,미국
바나나,2021-01-22,에콰도르,에콰도르
커피생두,2021-01-22,과테말라,과테말라
오렌지,2021-01-22,미국,미국
바나나,2021-01-22,에콰도르,에콰도르
바나나,2021-01-22,에콰도르,에콰도르
신선도라지,2021-01-22,중국,중국
갈근,2021-01-22,중국,중국
황금,2021-01-22,중국,중국
도토리,2021-01-22,중국,중국
바나나,2021-01-22,에콰도르,에콰도르
계피500G,2021-01-22,베트남,베트남
냉동대파 50mm,2021-01-22,중국,중국
블랙 페퍼 홀(30G),2021-01-22,벨기에,벨기에
머스타드씨드,2021-01-22,벨기에,벨기에
월계수잎,2021-01-22,터키,벨기에
송로버섯,2021-01-22,중국,중국
더덕,2021-01-22,중국,중국
냉동부추,2021-01-22,중국,중국
아몬드,2021-01-22,미국,미국
캐슈넛,2021-01-22,베트남,베트남
호두,2021-01-22,미국,미국
깐호두,2021-01-22,미국,미국
냉동목이버섯,2021-01-22,중국,중국
캐슈넛,2021-01-22,베트남,베트남
망고,2021-01-22,베트남,베트남
캐슈넛,2021-01-22,인도,인도
무말랭이 (25KG),2021-01-22,중국,중국
건표고버섯후레이크,2021-01-22,중국,중국
냉동연근,2021-01-22,중국,중국
냉동 마늘편,2021-01-22,중국,중국
냉동 시금치,2021-01-22,중국,중국
냉동브로컬리,2021-01-22,중국,중국
호두,2021-01-22,미국,미국
아몬드,2021-01-22,미국,미국
건표고버섯,2021-01-22,중국,중국
냉동 얼갈이,2021-01-22,중국,중국
건표고버섯갓 PR,2021-01-22,중국,중국
호두,2021-01-22,미국,미국
호두,2021-01-22,미국,미국
갈랑갈,2021-01-22,인도네시아,인도네시아
그레이트 노던 빈,2021-01-22,미국,미국
피호두,2021-01-22,미국,미국
배,2021-01-22,대한민국,호주
생녹용,2021-01-22,뉴질랜드,뉴질랜드
오미자,2021-01-22,중국,중국
강적맥 14.0 PCT,2021-01-22,미국,미국
특맥,2021-01-22,미국,미국
특맥,2021-01-22,미국,미국
강낭콩,2021-01-22,미얀마,미얀마
건취나물,2021-01-22,중국,중국
비둘기콩,2021-01-22,미얀마,미얀마
백맥,2021-01-22,미국,미국
저백,2021-01-22,미국,미국
냉동홍고추,2021-01-22,베트남,베트남
깐도라지,2021-01-22,중국,중국
특맥,2021-01-22,미국,미국
적맥,2021-01-22,미국,미국
적맥 11.5PCT,2021-01-22,미국,미국
백맥 8.5 PCT,2021-01-22,미국,미국
백맥,2021-01-22,미국,미국
적맥,2021-01-22,미국,미국
특맥,2021-01-22,미국,미국
강적맥 14.0 PCT,2021-01-22,미국,미국
신선브로콜리,2021-01-22,중국,중국
마른고사리,2021-01-22,중국,중국
신선송로버섯,2021-01-22,스페인,스페인
사인,2021-01-22,미얀마,미얀마
오렌지,2021-01-22,미국,미국
냉동고추,2021-01-22,중국,중국
하수오,2021-01-22,중국,중국
냉동홍고추,2021-01-22,중국,중국
냉동홍고추,2021-01-22,중국,중국
침향,2021-01-22,인도네시아,인도네시아
스펠트 고대밀,2021-01-22,독일,독일
샬롯,2021-01-21,태국,태국
아스파라거스,2021-01-21,태국,태국
신선부추,2021-01-21,중국,중국
갈랑가,2021-01-21,태국,태국
아스파라거스,2021-01-21,태국,태국
바나나 꽃,2021-01-21,태국,태국
샬롯,2021-01-21,태국,태국
침향,2021-01-21,인도네시아,인도네시아
포도,2021-01-21,페루,페루
아스파라거스,2021-01-21,멕시코,미국
펜넬,2021-01-21,이탈리아,벨기에
브루셀스프라우트(방울다다기 양배추),2021-01-21,벨기에,벨기에
망고,2021-01-21,태국,태국
신선양배추,2021-01-21,중국,중국
신선양파,2021-01-21,중국,중국
냉동홍고추,2021-01-21,중국,중국
베트남 로부스타 커피,2021-01-21,베트남,베트남
파인애플,2021-01-21,필리핀,필리핀
"포도(열매,신선)",2021-01-21,페루,페루
포도,2021-01-21,페루,페루
망고,2021-01-21,태국,태국
신선우엉,2021-01-21,중국,중국
망고,2021-01-21,태국,태국
망고,2021-01-21,태국,태국
커피원두,2021-01-21,브라질,브라질
망고,2021-01-21,태국,태국
신선양파,2021-01-21,중국,중국
망고,2021-01-21,태국,태국
아보카도,2021-01-21,멕시코,멕시코
바나나,2021-01-21,과테말라,과테말라
렌틸(렌즈)콩,2021-01-21,캐나다,캐나다
건도토리,2021-01-21,남아프리카 공화국,남아프리카 공화국
깐우엉,2021-01-21,중국,중국
깐도라지,2021-01-21,중국,중국
신선송로버섯,2021-01-21,중국,중국
냉동송로버섯,2021-01-21,중국,중국
망고,2021-01-21,태국,태국
파쇄옥수수,2021-01-21,인도,인도
쿨란트로,2021-01-21,베트남,베트남
깐도라지,2021-01-21,중국,중국
신선양파,2021-01-21,중국,중국
콩나물,2021-01-21,중국,중국
냉동홍고추,2021-01-21,중국,중국
